0.000000000000000000e+00,9.999999999999995559e-01
3.030303030303030387e-02,9.963358866303015926e-01
6.060606060606060774e-02,9.854506895213700490e-01
9.090909090909091161e-02,9.676611382061177657e-01
1.212121212121212155e-01,9.434796794891242566e-01
1.515151515151515194e-01,9.135921144187816312e-01
1.818181818181818232e-01,8.788278307789858523e-01
2.121212121212121271e-01,8.401240794718373150e-01
2.424242424242424310e-01,7.984860302288154799e-01
2.727272727272727071e-01,7.549445428847015860e-01
3.030303030303030387e-01,7.105136950320677380e-01
3.333333333333333703e-01,6.661501101019843274e-01
3.636363636363636465e-01,6.227160317044815319e-01
3.939393939393939226e-01,5.809478953873651319e-01
4.242424242424242542e-01,5.414318676238115691e-01
4.545454545454545858e-01,5.045874679299550136e-01
4.848484848484848619e-01,4.706599812729924670e-01
5.151515151515151381e-01,4.397219248188553031e-01
5.454545454545454142e-01,4.116833777557010743e-01
5.757575757575758013e-01,3.863105381857697695e-01
6.060606060606060774e-01,3.632514591373345314e-01
6.363636363636363535e-01,3.420675571967438100e-01
6.666666666666667407e-01,3.222692000082870156e-01
6.969696969696970168e-01,3.033534772765039134e-01
7.272727272727272929e-01,2.848421539845052974e-01
7.575757575757575690e-01,2.663177995768985507e-01
7.878787878787878451e-01,2.474561830594246559e-01
8.181818181818182323e-01,2.280532164899994330e-01
8.484848484848485084e-01,2.080450085087610645e-01
8.787878787878787845e-01,1.875199413733972253e-01
9.090909090909091717e-01,1.667220917901649502e-01
9.393939393939394478e-01,1.460457572663077241e-01
9.696969696969697239e-01,1.260213036271091713e-01
1.000000000000000000e+00,1.072929929831939189e-01
1.030303030303030276e+00,9.058986255245425612e-02
1.060606060606060552e+00,7.669108270889009316e-02
1.090909090909090828e+00,6.638750947274804637e-02
1.121212121212121327e+00,6.044134794871870719e-02
1.151515151515151603e+00,5.954594881008940660e-02
1.181818181818181879e+00,6.428776444543871094e-02
1.212121212121212155e+00,7.511239450895652869e-02
1.242424242424242431e+00,9.229645709038877821e-02
1.272727272727272707e+00,1.159267411207013099e-01
1.303030303030302983e+00,1.458877418822859540e-01
1.333333333333333481e+00,1.818582721830024618e-01
1.363636363636363757e+00,2.233173972467343282e-01
1.393939393939394034e+00,2.695594837979580216e-01
1.424242424242424310e+00,3.197177059612494876e-01
1.454545454545454586e+00,3.727949347668713109e-01
1.484848484848484862e+00,4.277005749657787348e-01
1.515151515151515138e+00,4.832916205997089265e-01
1.545454545454545414e+00,5.384159939022130636e-01
1.575757575757575690e+00,5.919561209251011924e-01
1.606060606060606188e+00,6.428706873210214834e-01
1.636363636363636465e+00,6.902326094484221297e-01
1.666666666666666741e+00,7.332614448103514926e-01
1.696969696969697017e+00,7.713487423617868544e-01
1.727272727272727293e+00,8.040751836188495538e-01
1.757575757575757569e+00,8.312187722933428446e-01
1.787878787878787845e+00,8.527537730651910675e-01
1.818181818181818343e+00,8.688405570063719718e-01
1.848484848484848619e+00,8.798069593038562175e-01
1.878787878787878896e+00,8.861221719624874371e-01
1.909090909090909172e+00,8.883645593292662790e-01
1.939393939393939448e+00,8.871850793936267854e-01
1.969696969696969724e+00,8.832682042148252144e-01
2.000000000000000000e+00,8.772923480758723080e-01
2.030303030303030276e+00,8.698918263896253666e-01
2.060606060606060552e+00,8.616222813535423519e-01
2.090909090909090828e+00,8.529313263034689063e-01
2.121212121212121104e+00,8.441358889408407951e-01
2.151515151515151381e+00,8.354073877734502496e-01
2.181818181818181657e+00,8.267654735893472662e-01
2.212121212121212377e+00,8.180806287804567312e-01
2.242424242424242653e+00,8.090854638727020820e-01
2.272727272727272929e+00,7.993941054492315068e-01
2.303030303030303205e+00,7.885286551026957635e-01
2.333333333333333481e+00,7.759513359187867332e-01
2.363636363636363757e+00,7.611006495015252282e-01
2.393939393939394034e+00,7.434296574426327853e-01
2.424242424242424310e+00,7.224443869338891266e-01
2.454545454545454586e+00,6.977403466970417689e-01
2.484848484848484862e+00,6.690352272990913729e-01
2.515151515151515138e+00,6.361960448970406246e-01
2.545454545454545414e+00,5.992592603236465143e-01
2.575757575757575690e+00,5.584427525940044434e-01
2.606060606060605966e+00,5.141489300718999900e-01
2.636363636363636243e+00,4.669587035190774227e-01
2.666666666666666963e+00,4.176165010460272664e-01
2.696969696969697239e+00,3.670069528268427583e-01
2.727272727272727515e+00,3.161242909586268746e-01
2.757575757575757791e+00,2.660358761695662544e-01
2.787878787878788067e+00,2.178415598887894211e-01
2.818181818181818343e+00,1.726308026297522780e-01
2.848484848484848619e+00,1.314395870569657065e-01
2.878787878787878896e+00,9.520918059216115781e-02
2.909090909090909172e+00,6.474871709331808667e-02
2.939393939393939448e+00,4.070338420973290683e-02
2.969696969696969724e+00,2.352973154904972747e-02
3.000000000000000000e+00,1.347926827502811571e-02
